,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,2020 Election Stance,Trump,Trump Date,Club for Growth,Party Committee,Renew America,E-PAC,VIEW PAC,Maggie's List,Winning for Women,Race,Lastname_x,Firstname_x,Fuzzy_Firstname,Fuzzy_Lastname,Num Endorcements,Ethnicity,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
729,Beth Harwell,Female,White,,,No,No,Tennessee,8/4/22,Representative,5,15021,25,Lost,0,0,,Fully denied,No,,,,,,Yes,Yes,,White,HARWELL,BETH,BETH,HARWELL,2,[],H2TN05404,"HARWELL, BETH",O,2,REP,1072825.5,0.0,1072825.5,0.0,0.0,0.0,0.0,150000.0,0.0,20050.68,0.0,0.0,845822.0,TN,5.0,,,,,,77000.0,0.0,12/31/2022,74497.0,12500.0,HARWELL,BETH
730,Timothy Bruce Lee,Male,White,,,No,No,Tennessee,8/4/22,Representative,5,845,1,Lost,0,0,,No comment,No,,,,,,No,No,,White,LEE,TIMOTHY,TIMOTHY,LEE,0,[],H2TN05420,"LEE, TIMOTHY BRUCE",O,2,REP,49456.0,0.0,38370.77,750.0,0.0,11085.23,0.0,46100.0,0.0,0.0,0.0,44850.0,3356.0,TN,5.0,,,,,,0.0,0.0,07/15/2022,0.0,0.0,LEE,TIMOTHY
731,Andy Ogles,Male,White,,,No,No,Tennessee,8/4/22,Representative,5,21325,35,Won,0,0,,Fully denied,No,,,,,,No,No,,White,OGLES,ANDY,ANDY,OGLES,0,[],H2TN05446,"OGLES, ANDY",O,2,REP,1281921.17,95396.91,888749.87,31554.35,0.0,393171.3,0.0,320000.0,0.0,0.0,0.0,320000.0,751800.26,TN,5.0,,,,,,114724.0,0.0,12/31/2022,1267.49,5000.0,OGLES,ANDY
732,Stewart T. Parks,Male,White,,,No,No,Tennessee,8/4/22,Representative,5,586,1,Lost,0,0,,Fully denied,No,,,,,,No,No,,White,PARKS,STEWART,STEWART,PARKS,0,[],H2TN05461,"PARKS, STEWART THOMAS",O,2,REP,11251.71,0.0,11251.71,1030.0,0.0,0.0,10884.12,0.0,0.0,0.0,0.0,0.0,277.59,TN,5.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,PARKS,STEWART
733,Kurt Winstead,Male,White,,,No,No,Tennessee,8/4/22,Representative,5,12721,21,Lost,0,0,,No comment,No,,,,,,No,No,,White,WINSTEAD,KURT,KURT,WINSTEAD,0,[],H2TN05370,"WINSTEAD, KURT",O,2,REP,2244789.17,0.0,2241629.33,0.0,0.0,3159.84,0.0,1192966.0,0.0,460000.0,0.0,732966.0,1009105.0,TN,5.0,,,,,,40000.0,0.0,12/31/2022,144400.0,0.0,WINSTEAD,KURT
734,John Rose,Male,White,,,Yes,No,Tennessee,8/4/22,Representative,6,57162,100,Won,0,0,,Fully denied,No,,,,,,,,,White,ROSE,JOHN,JOHN,ROSE,0,[],H8TN06094,"ROSE, JOHN W.",I,2,REP,2055441.26,39585.0,1677493.23,0.0,454374.98,832323.01,0.0,500000.0,0.0,0.0,990055.0,1503577.04,1164057.23,TN,6.0,,,,,,344600.0,0.0,12/31/2022,430.0,2500.0,ROSE,JOHN
735,Mark E. Green,Male,White,,,Yes,No,Tennessee,8/4/22,Representative,7,48968,100,Won,0,0,,Raised questions,Yes,7/5/22,,,,,,,,White,GREEN,MARK,MARK,GREEN,0,[],H8TN07076,"GREEN, MARK DR.",I,2,REP,1768891.7,318695.89,1915750.51,0.0,275656.12,123656.21,0.0,0.0,0.0,50000.0,0.0,0.0,1219458.89,TN,7.0,,,,,,218998.24,900.0,12/31/2022,7260.0,0.0,GREEN,MARK
736,Gary Dean Clouse,Male,White,,,No,Yes,Tennessee,8/4/22,Representative,8,2291,3,Lost,0,0,,Fully denied,No,,,,,,,,,White,CLOUSE,GARY,GARY,CLOUSE,0,[],H2TN08168,"CLOUSE, GARY DEAN DR.",C,2,REP,3991.34,0.0,2014.4,0.0,0.0,1976.94,646.38,0.0,0.0,0.0,0.0,0.0,3344.96,TN,8.0,,,,,,0.0,0.0,11/08/2022,0.0,0.0,CLOUSE,GARY
737,David Kustoff,Male,White,,,Yes,No,Tennessee,8/4/22,Representative,8,69538,84,Won,0,0,,Fully denied,No,,,,,,,,,White,KUSTOFF,DAVID,DAVID,KUSTOFF,0,[],H2TN07103,"KUSTOFF, DAVID",I,2,REP,1913469.28,11600.0,1467247.52,0.0,713832.23,1159993.99,0.0,0.0,0.0,0.0,0.0,248000.0,1074216.6,TN,8.0,,,,,,819107.09,0.0,12/31/2022,1250.0,1500.0,KUSTOFF,DAVID
738,Charlotte Bergmann,Female,Black,,,No,No,Tennessee,8/4/22,Representative,9,10380,52,Won,0,0,,Fully denied,No,,,,,,,,,Black,BERGMANN,CHARLOTTE,CHARLOTTE,BERGMANN,0,[],H0TN09061,"BERGMANN, CHARLOTTE",C,2,REP,400705.46,0.0,49008.6,2500.0,2565.82,52214.06,750.0,361013.92,0.0,0.0,0.0,51560.56,38828.19,TN,9.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,BERGMANN,CHARLOTTE
739,Themis Klarides,Female,White,,,No,No,Connecticut,8/9/22,Senator,,37003,40,Lost,0,0,,Fully accepted,No,,,,,,No,,,White,KLARIDES,THEMIS,THEMIS,KLARIDES,0,[],S2CT00306,"KLARIDES, THEMIS",C,2,REP,1138366.99,0.0,1138366.99,0.0,0.0,0.0,162064.2,40000.0,0.0,0.0,0.0,0.0,899502.79,CT,0.0,,,,,,32900.0,0.0,12/31/2022,49400.0,8700.0,KLARIDES,THEMIS
740,Leora R. Levy,Female,Latino,,,No,No,Connecticut,8/9/22,Senator,,46774,51,Won,0,0,,Raised questions,Yes,8/4/22,,,,,Yes,,,Latino,LEVY,LEORA,LEORA,LEVY,1,['Latino (Cuban)'],S2CT00314,"LEVY, LEORA",C,2,REP,3075949.62,216057.63,3051958.25,20792.71,19781.14,43772.51,108261.12,1175000.0,0.0,250000.0,0.0,925000.0,1385780.87,CT,0.0,,,,,,137150.0,53700.0,12/31/2022,52342.0,10000.0,LEVY,LEORA
741,Mike France,Male,White,,,No,No,Connecticut,8/9/22,Representative,2,1,100,Won,0,0,,No comment,No,,,,,,,,,White,FRANCE,MIKE,MIKE,FRANCE,0,[],H2CT02161,"FRANCE, MIKE",C,2,REP,880637.26,36810.37,871786.23,18525.55,0.0,8851.03,0.0,20000.0,0.0,10000.0,0.0,16445.74,667751.64,CT,2.0,,,,,,146576.75,7000.0,12/31/2022,22740.0,0.0,FRANCE,MIKE
742,Lesley DeNardis,Female,White,,,No,No,Connecticut,8/9/22,Representative,3,1,100,Won,0,0,,No comment,No,,,,,,,,,White,DENARDIS,LESLEY,LESLEY,DENARDIS,0,[],H2CT03110,"DENARDIS, LESLEY",C,2,REP,46977.86,0.0,46977.86,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,43977.86,CT,3.0,,,,,,100.0,0.0,12/15/2022,0.0,0.0,DENARDIS,LESLEY
743,Jayme Stevenson,Female,White,,,No,No,Connecticut,8/9/22,Representative,4,9962,60,Won,0,0,,Fully accepted,No,,,,,,,,,White,STEVENSON,JAYME,JAYME,STEVENSON,0,[],H2CT04134,"STEVENSON, JAYME MRS.",C,2,REP,568599.9,0.0,501847.01,0.0,0.0,66752.89,0.0,175000.0,0.0,0.0,0.0,175000.0,391249.9,CT,4.0,,,,,,600.0,1000.0,12/31/2022,0.0,0.0,STEVENSON,JAYME
744,Michael Ted Goldstein,Male,White,,,No,No,Connecticut,8/9/22,Representative,4,6555,40,Lost,0,0,,Accepted with reservations,No,,,,,,,,,White,GOLDSTEIN,MICHAEL,MICHAEL,GOLDSTEIN,0,[],H0CT04229,"GOLDSTEIN, MICHAEL",C,2,REP,235844.17,0.0,235844.17,0.0,0.0,0.0,13530.67,200900.0,0.0,200900.0,0.0,0.0,21413.5,CT,4.0,,,,,,0.0,0.0,12/01/2022,0.0,0.0,GOLDSTEIN,MICHAEL
745,George Logan,Male,Black,,,No,No,Connecticut,8/9/22,Representative,5,1,100,Won,0,0,,No comment,No,,,,,,,,,Black,LOGAN,GEORGE,GEORGE,LOGAN,0,[],H2CT05222,"LOGAN, GEORGE S",C,2,REP,1297352.41,70578.54,1285255.66,22936.16,0.0,12096.75,0.0,0.0,0.0,0.0,0.0,0.0,1055970.12,CT,5.0,,,,,,158554.75,12249.0,12/31/2022,41393.81,1000.0,LOGAN,GEORGE
746,Brad Finstad,Male,White,,,No,No,Minnesota,8/9/22,Representative,1,48252,76,Won,0,0,,Fully accepted,No,,,,,,,,,White,FINSTAD,BRAD,BRAD,FINSTAD,0,[],H2MN01223,"FINSTAD, BRAD",I,2,REP,1500243.97,34289.07,1499979.44,0.0,0.0,264.53,5800.0,0.0,0.0,0.0,0.0,0.0,821676.57,MN,1.0,,,,,,618578.33,10400.0,12/31/2022,6223.52,1000.0,FINSTAD,BRAD
747,Jeremy Munson,Male,White,,,No,No,Minnesota,8/9/22,Representative,1,15207,24,Lost,0,0,,Fully denied,No,,,,,,,,,White,MUNSON,JEREMY,JEREMY,MUNSON,0,[],H2MN01165,"MUNSON, JEREMY",O,2,REP,407950.87,0.0,405123.46,0.0,0.0,2827.41,0.0,200000.0,0.0,200000.0,0.0,0.0,185050.87,MN,1.0,,,,,,22900.0,0.0,12/31/2022,3800.0,0.0,MUNSON,JEREMY
748,Tyler Kistner,Male,White,,,No,No,Minnesota,8/9/22,Representative,2,1,100,Won,0,0,,Avoided answering,No,,,Yes,,,,,,White,KISTNER,TYLER,TYLER,KISTNER,1,[],H0MN02134,"KISTNER, TYLER",C,2,REP,3409854.76,195441.89,3338988.09,91985.1,34011.67,104878.34,0.0,0.0,0.0,0.0,0.0,0.0,2834806.78,MN,2.0,,,,,,315350.0,5000.0,12/31/2022,49792.64,1500.0,KISTNER,TYLER
749,Tom Weiler,Male,White,,,No,No,Minnesota,8/9/22,Representative,3,1,100,Won,0,0,,No comment,No,,,,,,,,,White,WEILER,TOM,TOM,WEILER,0,[],H2MN03104,"WEILER, TOM",C,2,REP,681468.99,46902.89,674472.35,22789.75,0.0,6996.64,7517.23,59500.0,0.0,0.0,0.0,59500.0,465356.86,MN,3.0,,,,,,97000.0,5000.0,12/31/2022,4054.17,0.0,WEILER,TOM
750,Cicely Davis,Female,Black,,,No,No,Minnesota,8/9/22,Representative,5,4765,48,Won,0,0,,No comment,No,,,,,,,,,Black,DAVIS,CICELY,CICELY,DAVIS,0,[],H2MN05166,"DAVIS, CICELY",C,2,REP,3226697.65,0.0,3194319.67,0.0,0.0,32377.98,0.0,0.0,0.0,0.0,0.0,0.0,3203570.1,MN,5.0,,,,,,4400.0,0.0,12/31/2022,45595.55,0.0,DAVIS,CICELY
751,Royce White,Male,Black,,,No,No,Minnesota,8/9/22,Representative,5,3689,37,Lost,0,0,,Avoided answering,No,,,,,,,,,Black,WHITE,ROYCE,ROYCE,WHITE,0,[],H2MN05190,"WHITE, ROYCE ALEXANDER MR",C,2,REP,390050.02,0.0,367049.34,0.0,0.0,23000.68,0.0,0.0,0.0,0.0,0.0,0.0,390050.02,MN,5.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,WHITE,ROYCE
752,Michelle Fischbach,Female,White,,,Yes,No,Minnesota,8/9/22,Representative,7,59429,100,Won,0,0,,Fully denied,Yes,8/9/22,,,,,Yes,Yes,,White,FISCHBACH,MICHELLE,MICHELLE,FISCHBACH,2,[],H0MN07091,"FISCHBACH, MICHELLE",I,2,REP,1677464.61,361866.17,1704409.41,5644.86,37949.36,11004.56,1650.35,0.0,0.0,0.0,0.0,0.0,855809.95,MN,7.0,,,,,,446460.0,0.0,12/31/2022,9020.0,1000.0,FISCHBACH,MICHELLE
753,Gerald Malloy,Male,White,,,No,No,Vermont,8/9/22,Senator,,12169,40,Won,0,0,,Fully accepted,No,,,,,,No,,,White,MALLOY,GERALD,GERALD,MALLOY,0,[],S2VT00292,"MALLOY, GERALD",O,2,REP,397262.11,0.0,397918.33,0.0,0.0,861.27,470.22,95000.0,0.0,70242.33,0.0,0.0,285291.89,VT,0.0,,,,,,4500.0,10000.0,12/31/2022,2069.0,0.0,MALLOY,GERALD
754,Myers Mermel,Male,White,,,No,No,Vermont,8/9/22,Senator,,5227,17,Lost,0,0,,Fully accepted,No,,,,,,No,,,White,MERMEL,MYERS,MYERS,MERMEL,0,[],S2VT00300,"MERMEL, MYERS",O,2,REP,154785.0,0.0,159423.3,0.0,0.0,-4638.3,0.0,70000.0,0.0,0.0,0.0,70000.0,69785.0,VT,0.0,,,,,,15000.0,0.0,12/31/2022,10100.0,0.0,MERMEL,MYERS
755,Christina Nolan,Female,White,,,No,No,Vermont,8/9/22,Senator,,10825,35,Lost,0,0,,Fully accepted,No,,,,,,Yes,,,White,NOLAN,CHRISTINA,CHRISTINA,NOLAN,1,[],S2VT00268,"NOLAN, CHRISTINA",O,2,REP,405146.04,0.0,405146.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366306.2,VT,0.0,,,,,,37500.0,0.0,11/22/2022,51734.5,10000.0,NOLAN,CHRISTINA
756,Liam Madden,Male,White,,,No,No,Vermont,8/9/22,Representative,At-Large,10701,35,Won,0,0,,Fully accepted,No,,,,,,,,,White,MADDEN,LIAM,LIAM,MADDEN,0,[],H2VT01100,"MADDEN, LIAM",O,3,IND,47659.85,0.0,42114.66,0.0,0.0,5545.19,0.0,0.0,0.0,0.0,0.0,0.0,47659.85,VT,0.0,,,,,,0.0,0.0,11/28/2022,0.0,0.0,MADDEN,LIAM
757,Ericka Bundy Redic,Female,White,,,No,No,Vermont,8/9/22,Representative,At-Large,8255,27,Lost,0,0,,Raised questions,No,,,,,,,,,White,REDIC,ERICKA,ERICKA,REDIC,0,[],H2VT01084,"REDIC, ERICKA L MRS.",O,3,LIB,29760.44,0.0,29491.08,0.0,0.0,269.36,45.0,0.0,0.0,0.0,0.0,0.0,29000.79,VT,0.0,,,,,,500.0,0.0,12/12/2022,250.0,0.0,REDIC,ERICKA
758,Ron Johnson,Male,White,,,Yes,No,Wisconsin,8/9/22,Senator,,563871,84,Won,0,0,,Fully denied,Yes,4/8/21,,Yes,,,,,,White,JOHNSON,RON,RON,JOHNSON,1,[],S0WI00197,"JOHNSON, RON HAROLD MR.",I,2,REP,34920572.47,4980632.17,34717800.96,1919.67,559333.33,762104.84,0.0,0.0,0.0,0.0,0.0,10754003.83,28408067.17,WI,0.0,,,,,,1212329.49,60000.0,12/31/2022,88764.52,7320.0,JOHNSON,RON
759,Bryan Steil,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,1,73191,99,Won,0,0,,Fully accepted,Yes,8/9/22,,,,,,,,White,STEIL,BRYAN,BRYAN,STEIL,0,[],H8WI01156,"STEIL, BRYAN GEORGE",I,2,REP,3616861.88,129908.53,2480713.27,0.0,375503.46,1511652.07,0.0,0.0,0.0,0.0,0.0,0.0,2003694.43,WI,1.0,,,,,,1472429.09,100.0,12/31/2022,13292.0,1600.0,STEIL,BRYAN
760,Charity Barry,Female,White,,,No,No,Wisconsin,8/9/22,Representative,2,21711,50,Lost,0,0,,Raised questions,No,,,,,,,,,White,BARRY,CHARITY,CHARITY,BARRY,0,[],H2WI02173,"BARRY, CHARITY",C,2,REP,91913.04,0.0,87337.42,0.0,0.0,4575.62,2347.38,0.0,0.0,0.0,0.0,5460.44,83540.66,WI,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,BARRY,CHARITY
761,Erik Olsen,Male,White,,,No,No,Wisconsin,8/9/22,Representative,2,21774,50,Won,0,0,,No comment,No,,,,,,,,,White,OLSEN,ERIK,ERIK,OLSEN,0,[],H2WI02181,"OLSEN, ERIK",C,2,REP,89666.7,0.0,87588.21,1975.0,0.0,2078.49,16279.52,12000.0,0.0,0.0,0.0,24000.0,50230.26,WI,2.0,,,,,,250.92,10906.0,12/31/2022,50.0,0.0,OLSEN,ERIK
762,Scott Fitzgerald,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,5,118411,99,Won,0,0,,Fully denied,Yes,8/9/22,,,,,,,,White,FITZGERALD,SCOTT,SCOTT,FITZGERALD,0,[],H0WI05113,"FITZGERALD, SCOTT",I,2,REP,996710.79,0.0,791196.36,25000.0,187315.19,392829.62,0.0,0.0,0.0,0.0,0.0,0.0,628580.39,WI,5.0,,,,,,364850.0,0.0,12/31/2022,350.0,0.0,FITZGERALD,SCOTT
763,Douglas H. Mullenix,Male,White,,,No,Yes,Wisconsin,8/9/22,Representative,6,17773,17,Lost,0,0,,Fully accepted,No,,,,,,,,,White,MULLENIX,DOUGLAS,DOUGLAS,MULLENIX,0,[],H2WI06067,"MULLENIX, DOUGLAS",C,2,REP,74854.32,0.0,59762.11,0.0,0.0,15092.21,0.0,36113.0,0.0,0.0,0.0,43613.0,38741.32,WI,6.0,,,,,,0.0,0.0,12/31/2022,30.0,0.0,MULLENIX,DOUGLAS
764,Glenn Grothman,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,6,84056,82,Won,0,0,,Accepted with reservations,No,,,,,,,,,White,GROTHMAN,GLENN,GLENN,GROTHMAN,0,[],H4WI06048,"GROTHMAN, GLENN S.",I,2,REP,1257735.36,0.0,989439.38,0.0,269430.81,537726.79,0.0,0.0,0.0,0.0,0.0,139110.0,945598.51,WI,6.0,,,,,,292857.68,0.0,12/31/2022,65.0,0.0,GROTHMAN,GLENN
765,Tom Tiffany,Male,White,,,Yes,No,Wisconsin,8/9/22,Representative,7,80675,87,Won,0,0,,Fully denied,Yes,8/9/22,,,,,,,,White,TIFFANY,TOM,TOM,TIFFANY,0,[],H0WI07101,"TIFFANY, TOM",I,2,REP,1181268.65,0.0,964317.83,0.0,122719.34,339670.16,0.0,0.0,0.0,0.0,0.0,0.0,946223.11,WI,7.0,,,,,,227022.08,1395.0,12/31/2022,4100.0,0.0,TIFFANY,TOM
766,Shaun Clarmont,Male,White,,,No,Yes,Wisconsin,8/9/22,Representative,8,14377,15,Lost,0,0,,Raised questions,No,,,,,,,,,White,CLARMONT,SHAUN,SHAUN,CLARMONT,0,[],H2WI08089,"CLARMONT, SHAUN MICHAEL",C,2,REP,21303.19,0.0,7481.08,0.0,0.0,13822.11,20968.19,0.0,0.0,0.0,0.0,0.0,335.0,WI,8.0,,,,,,0.0,0.0,07/27/2022,0.0,0.0,CLARMONT,SHAUN
767,Kevin Nicholson,Male,White,,,No,No,Wisconsin,8/9/22,Governor,,24884,4,Lost,0,0,,Accepted with reservations,No,,,,,,,,,White,NICHOLSON,KEVIN,KEVIN,NICHOLSON,0,[],S8WI00216,"NICHOLSON, KEVIN",C,2,REP,4734.41,0.0,48609.23,0.0,43874.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,NICHOLSON,KEVIN
768,Wallyn Kanoelani Christian,Female,Pacific Islander,,,No,No,Hawaii,8/13/22,Senator,,9497,15,Lost,0,0,,Fully denied,No,,,,,,,,,Pacific Islander,CHRISTIAN,WALLYN,WALLYN,CHRISTIAN,0,['Islander (Native Hawaiian)'],S2HI00221,"CHRISTIAN, WALLYN",C,2,REP,506.99,0.0,506.99,0.0,0.0,0.0,0.0,506.99,0.0,0.0,0.0,0.0,0.0,HI,,,,,,,0.0,0.0,09/30/2022,0.0,0.0,CHRISTIAN,WALLYN
769,Timothy A. Dalhouse,Male,White,,,No,No,Hawaii,8/13/22,Senator,,17158,26,Lost,0,0,,No comment,No,,,,,,,,,White,DALHOUSE,TIMOTHY,TIMOTHY,DALHOUSE,0,[],S2HI00197,"DALHOUSE, TIMOTHY ALAN MR.",C,2,REP,257958.35,0.0,257169.85,0.0,0.0,0.0,902.3,250000.0,0.0,0.0,0.0,0.0,6056.0,HI,0.0,,,,,,0.0,0.0,08/23/2022,0.0,0.0,DALHOUSE,TIMOTHY
770,Conrad Kress,Male,White,,,No,No,Hawaii,8/13/22,Representative,1,13449,50,Won,0,0,,No comment,No,,,,,,,,,White,KRESS,CONRAD,CONRAD,KRESS,0,[],H2HI02557,"KRESS, CONRAD",C,2,REP,82409.58,0.0,82409.58,0.0,0.0,0.0,638.21,2546.05,0.0,420.47,0.0,0.0,77925.44,HI,1.0,,,,,,1056.0,238.38,12/31/2022,400.0,0.0,KRESS,CONRAD
771,"Joseph E. ""Joe"" Webster",Male,White,,,No,No,Hawaii,8/13/22,Representative,2,5403,16,Lost,0,0,,No comment,No,,,,,,,,,White,WEBSTER,JOSEPH,JOSEPH,WEBSTER,0,[],H2HI02607,"WEBSTER, JOSEPH E.",O,2,REP,62472.86,0.0,62472.86,0.0,0.0,0.0,305.66,60000.0,0.0,22138.03,0.0,0.0,2167.0,HI,2.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,WEBSTER,JOSEPH
772,Lisa Murkowski,Female,White,,,Yes,No,Alaska,8/16/22,Senator,,85794,51,Made runoff,0,0,,Fully accepted,No,,,Yes,Yes,,Yes,No,,White,MURKOWSKI,LISA,LISA,MURKOWSKI,3,[],S4AK00099,"MURKOWSKI, LISA",I,2,REP,9319257.3,818871.97,9685516.06,0.0,1023945.22,657686.46,0.0,0.0,0.0,0.0,0.0,0.0,5813100.3,AK,0.0,,,,,,2626699.99,51200.0,12/31/2022,32937.5,3500.0,MURKOWSKI,LISA
773,Kelly C. Tshibaka,Female,White,,,No,Yes,Alaska,8/16/22,Senator,,73414,43,Made runoff,0,0,,Raised questions,Yes,6/18/21,,No,No,,No,Yes,,White,TSHIBAKA,KELLY,KELLY,TSHIBAKA,1,[],S2AK00127,"TSHIBAKA, KELLY",C,2,REP,6011431.63,191714.4,5960179.68,739.2,0.0,51251.95,0.0,0.0,0.0,0.0,0.0,1814.44,5733782.02,AK,0.0,,,,,,73150.5,1500.0,12/31/2022,37734.0,1500.0,TSHIBAKA,KELLY
774,Sarah Palin,Female,White,,,No,No,Alaska,8/16/22,Representative,At-Large,57693,49,Made runoff,0,0,,Fully denied,Yes,4/3/22,,,,Yes,No,,,White,PALIN,SARAH,SARAH,PALIN,1,[],H2AK00226,"PALIN, SARAH",O,2,REP,1971160.93,112963.43,1924781.35,0.0,0.0,46379.58,0.0,0.0,0.0,0.0,0.0,2525.05,1770697.9,AK,0.0,,,,,,81305.0,0.0,12/31/2022,43128.37,1000.0,PALIN,SARAH
775,Randy Purham,Male,Black,,,No,No,Alaska,8/16/22,Representative,At-Large,311,0,Lost,0,0,,Fully denied,No,,,,,No,No,,,Black,PURHAM,RANDY,RANDY,PURHAM,0,[],H2AK01059,"PURHAM, RANDY",C,2,REP,1548.51,0.0,5621.6,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.51,AK,0.0,,,,,,0.0,0.0,07/27/2022,0.0,0.0,PURHAM,RANDY
776,Tara M. Sweeney,Female,Native American,,,No,No,Alaska,8/16/22,Representative,At-Large,7195,6,Lost,0,0,,Fully accepted,No,,,,,No,Yes,,,Native American,SWEENEY,TARA,TARA,SWEENEY,1,['American (Inupiaq)'],H2AK01174,"SWEENEY, TARA M",O,2,REP,332195.05,0.0,332195.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308314.72,AK,0.0,,,,,,21300.0,0.0,11/08/2022,0.0,0.0,SWEENEY,TARA
777,Anthony Bouchard,Male,White,,,No,Yes,Wyoming,8/16/22,Representative,At-Large,4508,3,Lost,0,0,,Fully denied,No,,No,,No,,No,,,White,BOUCHARD,ANTHONY,ANTHONY,BOUCHARD,0,[],H2WY00158,"BOUCHARD, ANTHONY",C,2,REP,660553.66,0.0,660553.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659556.47,WY,0.0,,,,,,0.0,0.0,12/31/2022,12555.0,0.0,BOUCHARD,ANTHONY
778,Harriet Hageman,Female,White,,,No,Yes,Wyoming,8/16/22,Representative,At-Large,113079,66,Won,0,0,,Fully denied,Yes,9/9/21,Yes,,No,,No,,,White,HAGEMAN,HARRIET,HARRIET,HAGEMAN,1,[],H2WY00166,"HAGEMAN, HARRIET",C,2,REP,5737078.7,213237.88,5462289.73,2494.34,0.0,274788.97,6750.0,0.0,0.0,0.0,0.0,0.0,5231719.37,WY,0.0,,,,,,274050.0,0.0,12/31/2022,46987.0,0.0,HAGEMAN,HARRIET
779,Robyn M. Belinskey,Female,White,,,No,Yes,Wyoming,8/16/22,Representative,At-Large,1306,1,Lost,0,0,,Fully denied,No,,No,,No,,No,,,White,BELINSKEY,ROBYN,ROBYN,BELINSKEY,0,[],H2WY29017,"BELINSKEY, ROBYN MARIWE",C,2,REP,2800.0,0.0,4343.99,0.0,0.0,-1543.99,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,WY,0.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,BELINSKEY,ROBYN
780,Marco Rubio,Male,Latino,,,Yes,No,Florida,8/23/22,Senator,,1,100,Won,0,0,,Fully accepted,Yes,4/9/21,,Yes,,,,,,Latino,RUBIO,MARCO,MARCO,RUBIO,1,['Latino (Cuban)'],P60006723,"RUBIO, MARCO",O,2,REP,1387.59,0.0,882.47,0.0,3104.77,3609.89,0.0,0.0,0.0,0.0,0.0,827657.12,769.42,00,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,RUBIO,MARCO
782,Matt Gaetz,Male,White,,,Yes,No,Florida,8/23/22,Representative,1,73374,70,Won,0,0,,Fully denied,Yes,8/20/22,,,No,,,,,White,GAETZ,MATT,MATT,GAETZ,0,[],H6FL01119,"GAETZ, MATT",I,2,REP,6727002.23,0.0,7763393.14,168922.33,1605825.86,569434.95,0.0,0.0,0.0,0.0,0.0,0.0,6555602.32,FL,1.0,,,,,,10000.0,0.0,12/31/2022,192983.11,5000.0,GAETZ,MATT
783,Mark Lombardo,Male,White,,,No,Yes,Florida,8/23/22,Representative,1,25720,24,Lost,0,0,,No comment,No,,,,,,,,,White,LOMBARDO,MARK,MARK,LOMBARDO,0,[],H2FL01282,"LOMBARDO, MARK",C,2,REP,789690.0,0.0,789690.0,0.0,0.0,0.0,0.0,740000.0,0.0,1140.72,0.0,0.0,46190.0,FL,1.0,,,,,,0.0,3500.0,09/30/2022,2700.0,0.0,LOMBARDO,MARK
784,Neal Dunn,Male,White,,,Yes,No,Florida,8/23/22,Representative,2,1,100,Won,0,0,,Fully denied,Yes,8/20/22,,,,,,,,White,DUNN,NEAL,NEAL,DUNN,0,[],H6FL02208,"DUNN, NEAL PATRICK MD, FACS",I,2,REP,1800603.34,65174.9,1957659.76,0.0,402062.65,245006.23,0.0,0.0,0.0,0.0,0.0,563057.16,1136752.33,FL,2.0,,,,,,561750.01,0.0,12/31/2022,38614.06,2000.01,DUNN,NEAL
