,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee,Biden,Race,Lastname_x,Firstname_x,Num Endorcements,Ethnicity,Fuzzy_Firstname,Fuzzy_Lastname,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
379,Marsha Williams,Female,White,,,No,No,Illinois,6/28/2022,Representative,17,2701,7,Lost,0,0,,,,No,,No,,,,,False,White,WILLIAMS,MARSHA,0,[],MARSHA,WILLIAMS,H2IL16065,"WILLIAMS, MARSHA VIRIGINIA",O,1,DEM,59339.52,0.0,32745.08,0.0,95.0,50221.06,5140.0,0.0,0.0,0.0,0.0,11242.89,46993.85,IL,17.0,,,,,,7205.67,0.0,10/19/2022,0.0,0.0,WILLIAMS,MARSHA
380,Jonathan Klarer Logemann,Male,White,,,No,No,Illinois,6/28/2022,Representative,17,5628,14,Lost,0,0,,,,No,,No,,,,,False,White,LOGEMANN,JONATHAN,0,[],JONATHAN,LOGEMANN,H2IL17121,"LOGEMANN, JONATHAN",O,1,DEM,424778.59,0.0,424752.61,0.0,0.0,25.98,0.0,0.0,0.0,0.0,0.0,0.0,346091.59,IL,17.0,,,,,,78687.0,0.0,08/04/2022,20476.0,11087.0,LOGEMANN,JONATHAN
381,Jacqueline McGowan,Female,White,,,No,No,Illinois,6/28/2022,Representative,17,2040,5,Lost,0,0,,,,No,,No,,,,,False,White,MCGOWAN,JACQUELINE,0,[],JACQUELINE,MCGOWAN,H2IL17162,"MCGOWAN, JACQUELINE MARIE",O,1,DEM,28678.03,0.0,27094.29,0.0,0.0,1583.74,0.0,0.0,0.0,0.0,0.0,0.0,28678.03,IL,17.0,,,,,,0.0,0.0,06/08/2022,0.0,0.0,MCGOWAN,JACQUELINE
382,Charles E. Schumer,Male,White,,,Yes,No,New York,6/28/2022,Senator,,1,100,Won,0,0,,,,,,,,,,,False,White,SCHUMER,CHARLES,0,[],CHARLES,SCHUMER,S8NY00082,"SCHUMER, CHARLES E.",I,1,DEM,37885457.97,47400.82,38279011.8,0.0,10275597.49,9882043.66,0.0,0.0,0.0,0.0,0.0,0.0,34530355.91,NY,0.0,,,,,,2961915.35,0.0,12/31/2022,621859.26,6700.0,SCHUMER,CHARLES
383,Thomas R. Suozzi,Male,White,,,No,Yes,New York,6/28/2022,Governor,,116972,13,Lost,0,0,,No,,,,No,,,,No,False,White,SUOZZI,THOMAS,0,[],THOMAS,SUOZZI,H6NY03247,"SUOZZI, THOMAS",I,1,DEM,1974127.38,6586.1,3841594.32,2101572.75,1930702.72,63235.78,0.0,0.0,0.0,0.0,0.0,10379.2,1291952.08,NY,3.0,,,,,,652300.0,0.0,12/31/2022,339230.0,71700.0,SUOZZI,THOMAS
384,Jason Bollinger,Male,White,,,No,No,Oklahoma,6/28/2022,Senator,,27374,17,Made runoff,32121,35,Lost,,,,,,,,,,False,White,BOLLINGER,JASON,0,[],JASON,BOLLINGER,S2OK00137,"BOLLINGER, JASON",C,1,DEM,175320.29,0.0,175320.29,0.0,0.0,0.0,15089.32,15044.34,0.0,0.0,0.0,0.0,143736.63,OK,0.0,,,,,,0.0,1450.0,12/31/2022,25.0,0.0,BOLLINGER,JASON
385,Madison Horn,Female,Native American,White,,No,No,Oklahoma,6/28/2022,Senator,,60691,37,Made runoff,60929,65,Won,,,,,,,,,,False,Native American White,HORN,MADISON,0,['American (Cherokee)'],MADISON,HORN,S2OK00152,"HORN, MADISON",C,1,DEM,372106.81,0.0,371942.14,0.0,0.0,164.67,4675.0,19629.87,0.0,0.0,0.0,19629.87,346551.94,OK,0.0,,,,,,400.0,600.0,12/31/2022,2803.7,0.0,HORN,MADISON
386,Brandon Wade,Male,White,,,No,No,Oklahoma,6/28/2022,Senator,,19986,12,Lost,0,0,,,,,,,,,,,False,White,WADE,BRANDON,0,[],BRANDON,WADE,S2OK00285,"WADE, BRANDON",C,1,DEM,2265.0,0.0,3110.55,0.0,90.82,-754.73,0.0,2125.0,0.0,0.0,0.0,2125.0,140.0,OK,0.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,WADE,BRANDON
387,Dennis L. Baker,Male,Native American,,,No,No,Oklahoma,6/28/2022,Senator,,22467,14,Lost,0,0,,,,,,,,,,,False,Native American,BAKER,DENNIS,0,['American (Creek / Yuchi)'],DENNIS,BAKER,S2OK00269,"BAKER, DENNIS",C,1,DEM,14405.82,0.0,12664.83,285.48,0.0,2409.8,8719.82,0.0,0.0,0.0,0.0,0.0,5686.0,OK,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,BAKER,DENNIS
388,Jo Glenn,Female,White,,,No,No,Oklahoma,6/28/2022,Senator,,21198,13,Lost,0,0,,,,,,,,,,,False,White,GLENN,JO,0,[],JO,GLENN,S2OK00178,"GLENN, JO STANLEY MS",C,1,DEM,22372.0,0.0,22372.0,0.0,0.0,0.0,0.0,2010.0,0.0,2010.0,0.0,0.0,20362.0,OK,0.0,,,,,,0.0,0.0,10/24/2022,0.0,0.0,GLENN,JO
389,Kendra Horn,Female,White,,,No,No,Oklahoma,6/28/2022,Senator (unexpired term),,1,100,Won,0,0,,,,,,,,,,,False,White,HORN,KENDRA,0,[],KENDRA,HORN,H8OK05109,"HORN, KENDRA",I,1,DEM,1903985.66,5210.67,1982503.78,0.0,103097.11,24578.99,0.0,0.0,0.0,0.0,0.0,19565.0,1813195.55,OK,5.0,,,,,,49900.0,1049.99,12/31/2022,-2482.4,0.0,HORN,KENDRA
391,Adam Martin,Male,Black,,,No,No,Oklahoma,6/28/2022,Representative,1,1,100,Won,0,0,,,,,,,,,,,False,Black,MARTIN,ADAM,0,[],ADAM,MARTIN,H2OK01176,"MARTIN, ADAM",C,1,DEM,34098.62,0.0,32748.96,0.0,0.0,204.83,0.0,0.0,0.0,0.0,0.0,0.0,34098.62,OK,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,MARTIN,ADAM
392,Naomi Andrews,Female,White,,,No,No,Oklahoma,6/28/2022,Representative,2,1,100,Won,0,0,,,,,,,,,,,False,White,ANDREWS,NAOMI,0,[],NAOMI,ANDREWS,H2OK02307,"ANDREWS, NAOMI",O,1,DEM,7706.72,0.0,7072.01,0.0,0.0,634.71,0.0,0.0,0.0,0.0,0.0,0.0,7706.72,OK,2.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,ANDREWS,NAOMI
393,Mary Brannon,Female,White,,,No,No,Oklahoma,6/28/2022,Representative,4,1,100,Won,0,0,,,,,,,,,,,False,White,BRANNON,MARY,0,[],MARY,BRANNON,H8OK04094,"BRANNON, MARY",C,1,DEM,34849.65,0.0,-1632.0,0.0,1438.81,0.0,2.0,3264.0,1632.0,0.0,0.0,0.0,1190.0,OK,4.0,,,,,,0.0,3093.65,10/30/2022,0.0,0.0,BRANNON,MARY
394,Joshua Harris-Till,Male,Black,,,No,No,Oklahoma,6/28/2022,Representative,5,1,100,Won,0,0,,,,,,,,,,,False,Black,HARRIS-TILL,JOSHUA,0,[],JOSHUA,HARRIS-TILL,H2OK05169,"HARRIS-TILL, JOSHUA",C,1,DEM,72528.57,0.0,59997.32,0.0,0.0,12531.25,0.0,0.0,0.0,0.0,0.0,0.0,72528.57,OK,5.0,,,,,,0.0,0.0,10/19/2022,0.0,0.0,HARRIS-TILL,JOSHUA
395,Glenn J. Wright,Male,White,,,No,No,Utah,6/28/2022,Representative,3,1,100,Won,0,0,,,,,,,,,,,False,White,WRIGHT,GLENN,0,[],GLENN,WRIGHT,H2UT03306,"WRIGHT, GLENN",C,1,DEM,17996.0,0.0,18660.19,0.0,0.0,-532.18,0.0,1400.0,0.0,0.0,0.0,700.0,15646.0,UT,3.0,,,,,,950.0,0.0,12/31/2022,0.0,0.0,WRIGHT,GLENN
396,Darlene McDonald,Female,Black,,,No,No,Utah,6/28/2022,Representative,4,1,100,Won,0,0,,,,,,,,,,,False,Black,MCDONALD,DARLENE,0,[],DARLENE,MCDONALD,H8UT04046,"MCDONALD, DARLENE",C,1,DEM,187011.42,0.0,162440.13,0.0,0.0,24571.29,0.0,104974.39,0.0,14974.39,0.0,90000.0,80263.95,UT,4.0,,,,,,799.0,967.84,12/31/2022,0.0,0.0,MCDONALD,DARLENE
397,Michelle L. Smith,Female,Black,,,No,Yes,Maryland,7/19/2022,Senator,,127089,19,Lost,0,0,,,,,,,,,,,False,Black,SMITH,MICHELLE,0,[],MICHELLE,SMITH,S2MD00529,"SMITH, MICHELLE LAURENCE MS",C,1,DEM,1269.0,0.0,30969.42,0.0,0.0,-1092.61,150.0,0.0,0.0,0.0,0.0,0.0,1119.0,MD,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,SMITH,MICHELLE
398,R. David Harden,Male,White,,,No,No,Maryland,7/19/2022,Representative,1,15683,31,Lost,0,0,,No,,,,,,,,,False,White,HARDEN,R.,0,[],R.,HARDEN,H2MD01238,"HARDEN, R. DAVID",C,1,DEM,403725.72,0.0,402074.44,0.0,100.0,1751.28,2290.22,0.0,0.0,0.0,0.0,0.0,399966.19,MD,1.0,,,,,,50.0,0.0,12/31/2022,39309.75,50.0,HARDEN,R.
399,Heather R. Mizeur,Female,White,,,No,No,Maryland,7/19/2022,Representative,1,34549,69,Won,0,0,,Yes,,,,,,,,,False,White,MIZEUR,HEATHER,1,[],HEATHER,MIZEUR,H2MD01220,"MIZEUR, HEATHER RENAY",C,1,DEM,2774380.7,0.0,2765613.1,0.0,0.0,8767.6,0.0,0.0,0.0,0.0,0.0,0.0,2613074.72,MD,1.0,,,,,,160007.5,0.0,12/31/2022,19437.08,100.0,MIZEUR,HEATHER
400,George Croom,Male,Black,,,No,Yes,Maryland,7/19/2022,Representative,2,8465,10,Lost,0,0,,,,,,,,,,,False,Black,CROOM,GEORGE,0,[],GEORGE,CROOM,H2MD03192,"CROOM, GEORGE",C,1,DEM,6875.0,0.0,9914.66,0.0,3039.66,0.0,0.0,6500.0,0.0,0.0,0.0,6500.0,375.0,MD,2.0,,,,,,0.0,0.0,07/31/2022,0.0,0.0,CROOM,GEORGE
401,Marques Dent,Male,Black,,,No,Yes,Maryland,7/19/2022,Representative,2,7728,9,Lost,0,0,,,,,,,,,,,False,Black,DENT,MARQUES,0,[],MARQUES,DENT,H2MD02327,"DENT, MARQUES MR.",C,1,DEM,5472.91,0.0,5051.7,0.0,0.0,421.21,123.0,0.0,0.0,0.0,0.0,0.0,5349.91,MD,2.0,,,,,,0.0,0.0,06/29/2022,0.0,0.0,DENT,MARQUES
402,Jake Pretot,Male,White,,,No,Yes,Maryland,7/19/2022,Representative,3,4728,6,Lost,0,0,,,,,,,,,,,False,White,PRETOT,JAKE,0,[],JAKE,PRETOT,H8MD02100,"PRETOT, JAKE",C,1,DEM,0.0,0.0,0.0,0.0,0.0,2581.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MD,3.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,PRETOT,JAKE
403,John Sarbanes,Male,White,,,Yes,No,Maryland,7/19/2022,Representative,3,63790,85,Won,0,0,,,,,,,,,,,False,White,SARBANES,JOHN,0,[],JOHN,SARBANES,H6MD03292,"SARBANES, JOHN P. MR.",I,1,DEM,186653.7,0.0,740295.6,0.0,1036783.52,483141.62,0.0,0.0,0.0,0.0,0.0,0.0,186604.0,MD,3.0,,,,,,0.0,0.0,12/31/2022,8.0,0.0,SARBANES,JOHN
404,Tammy Allison,Female,Black,,,No,No,Maryland,7/19/2022,Representative,4,1726,2,Lost,0,0,,No,,,,,,,,,False,Black,ALLISON,TAMMY,0,[],TAMMY,ALLISON,H2MD04364,"ALLISON, TAMMY",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MD,4.0,,,,,,0.0,0.0,07/07/2022,0.0,0.0,ALLISON,TAMMY
405,Angela M. Angel,Female,Black,,,No,No,Maryland,7/19/2022,Representative,4,4678,6,Lost,0,0,,No,,,,,,,,,False,Black,ANGEL,ANGELA,0,[],ANGELA,ANGEL,H2MD04349,"ANGEL, ANGELA",O,1,DEM,173612.5,0.0,15972.79,0.0,3750.0,65966.97,0.0,70000.0,0.0,0.0,0.0,25000.0,103612.5,MD,4.0,,,,,,0.0,0.0,06/29/2022,0.0,0.0,ANGEL,ANGELA
406,Donna F. Edwards,Female,Black,,,No,No,Maryland,7/19/2022,Representative,4,29114,35,Lost,0,0,,Yes,,,,,,,,,False,Black,EDWARDS,DONNA,1,[],DONNA,EDWARDS,H2MD04356,"EDWARDS, DONNA F",O,1,DEM,1150817.59,0.0,1150817.59,0.0,0.0,0.0,13419.7,0.0,0.0,0.0,0.0,0.0,934179.69,MD,4.0,,,,,,186846.05,0.0,09/30/2022,125718.79,9000.0,EDWARDS,DONNA
408,Glenn F. Ivey,Male,Black,,,No,No,Maryland,7/19/2022,Representative,4,42791,52,Won,0,0,,No,,,,,,,,,False,Black,IVEY,GLENN,0,[],GLENN,IVEY,H2MD04315,"IVEY, GLENN",O,1,DEM,1896185.07,43721.24,1769658.16,0.0,0.0,126526.91,0.0,150000.0,0.0,150000.0,0.0,0.0,1402318.84,MD,4.0,,,,,,250144.99,0.0,12/31/2022,15270.0,9500.0,IVEY,GLENN
409,Steny Hoyer,Male,White,,,Yes,No,Maryland,7/19/2022,Representative,5,68729,71,Won,0,0,,,,,,,,,,,False,White,HOYER,STENY,0,[],STENY,HOYER,H2MD05155,"HOYER, STENY",I,1,DEM,3924349.55,664441.2,4076519.5,0.0,879066.75,726896.8,0.0,0.0,0.0,0.0,0.0,495.87,999854.63,MD,5.0,,,,,,2237800.0,0.0,12/31/2022,10358.25,0.0,HOYER,STENY
410,Keith Washington,Male,Black,,,No,Yes,Maryland,7/19/2022,Representative,5,9222,10,Lost,0,0,,,,,,,,,,,False,Black,WASHINGTON,KEITH,0,[],KEITH,WASHINGTON,H2MD05569,"WASHINGTON, KEITH A",C,1,DEM,8987.99,0.0,8606.1,0.0,0.0,381.89,1785.59,5500.0,0.0,0.0,0.0,5500.0,1702.4,MD,5.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,WASHINGTON,KEITH
411,McKayla Wilkes,Female,Black,,,No,Yes,Maryland,7/19/2022,Representative,5,18403,19,Lost,0,0,,,,,,,,,,,False,Black,WILKES,MCKAYLA,0,[],MCKAYLA,WILKES,H2MD05536,"WILKES, MCKAYLA NICOLLETTE",C,1,DEM,184740.87,0.0,184627.11,0.0,0.0,113.76,9766.55,0.0,0.0,0.0,0.0,0.0,172400.87,MD,5.0,,,,,,2573.45,0.0,12/31/2022,4816.7,0.0,WILKES,MCKAYLA
412,David J. Trone,Male,White,,,Yes,No,Maryland,7/19/2022,Representative,6,44370,79,Won,0,0,,,,,,,,,,,False,White,TRONE,DAVID,0,[],DAVID,TRONE,H6MD08549,"TRONE, DAVID",I,1,DEM,13144029.27,1288.39,13034603.23,0.0,93680.31,203106.35,0.0,12552000.0,0.0,2602806.0,0.0,10699194.0,539517.98,MD,6.0,,,,,,17208.42,0.0,12/31/2022,2864.51,0.0,TRONE,DAVID
413,Kweisi Mfume,Male,Black,,,Yes,No,Maryland,7/19/2022,Representative,7,80118,85,Won,0,0,,,,,,,,,,,False,Black,MFUME,KWEISI,0,[],KWEISI,MFUME,H6MD07020,"MFUME, KWEISI",I,1,DEM,599985.23,0.0,309658.96,0.0,301102.48,591428.75,0.0,0.0,0.0,0.0,0.0,0.0,247260.48,MD,7.0,,,,,,351074.0,0.0,12/31/2022,1200.0,1499.0,MFUME,KWEISI
414,Jamie Raskin,Male,White,,,Yes,No,Maryland,7/19/2022,Representative,8,109055,94,Won,0,0,,,,,Yes,,,,,,False,White,RASKIN,JAMIE,1,[],JAMIE,RASKIN,H6MD08457,"RASKIN, JAMIE",I,1,DEM,4701192.12,369.44,2918723.4,0.0,1338529.72,3120998.44,0.0,0.0,0.0,0.0,0.0,0.0,4286731.53,MD,8.0,,,,,,394230.0,0.0,12/31/2022,97155.5,4300.0,RASKIN,JAMIE
415,Douglas F. Gansler,Male,White,,,No,No,Maryland,7/19/2022,Governor,,25481,4,Lost,0,0,,,,,,,,,,,False,White,GANSLER,DOUGLAS,0,[],DOUGLAS,BASLER,H4WA09061,"BASLER, DOUGLAS MICHAEL",C,2,REP,133962.28,0.0,141268.27,0.0,4789.66,-2516.33,0.0,0.0,0.0,0.0,0.0,0.0,122728.28,WA,9.0,,,,,,10834.0,400.0,12/31/2022,0.0,0.0,BASLER,DOUGLAS
416,Mark Kelly,Male,White,,,Yes,No,Arizona,8/2/2022,Senator,,589400,100,Won,0,0,,,,,,,,,,,False,White,KELLY,MARK,0,[],MARK,KELLY,S0AZ00350,"KELLY, MARK",I,1,DEM,92771344.07,3081428.16,92715992.35,0.0,1402523.46,1457875.18,0.0,0.0,0.0,0.0,0.0,0.0,86182200.14,AZ,0.0,,,,,,1477485.09,51200.0,12/31/2022,1905694.95,13800.0,KELLY,MARK
417,Jevin D. Hodge,Male,Black,,,No,No,Arizona,8/2/2022,Representative,1,46144,62,Won,0,0,,,,,,,,,,Yes,False,Black,HODGE,JEVIN,1,[],JEVIN,HODGE,H2AZ06221,"HODGE, JEVIN D",C,1,DEM,2565414.5,31771.58,2550588.79,0.0,0.0,14825.71,0.0,0.0,0.0,0.0,0.0,0.0,2145593.64,AZ,1.0,,,,,,369257.93,0.0,12/31/2022,22787.99,10000.0,HODGE,JEVIN
418,Adam Metzendorf,Male,White,,,No,No,Arizona,8/2/2022,Representative,1,28267,38,Lost,0,0,,,,,,,,,,No,False,White,METZENDORF,ADAM,0,[],ADAM,METZENDORF,H2AZ06270,"METZENDORF, ADAM",C,1,DEM,308020.36,0.0,308020.36,0.0,0.0,0.0,77899.97,0.0,0.0,0.0,0.0,0.0,226920.39,AZ,1.0,,,,,,0.0,0.0,12/31/2022,7114.0,0.0,METZENDORF,ADAM
419,Tom O'Halleran,Male,White,,,Yes,No,Arizona,8/2/2022,Representative,2,71391,100,Won,0,0,,,,,,,,,,,False,White,O'HALLERAN,TOM,0,[],TOM,O'HALLERAN,H6AZ01199,"O'HALLERAN, TOM",I,1,DEM,4300864.23,85245.37,4322531.6,0.0,63147.21,41479.84,0.0,0.0,0.0,0.0,0.0,0.0,2715784.32,AZ,2.0,,,,,,1468832.77,10000.0,12/31/2022,39836.29,5900.0,O'HALLERAN,TOM
420,Ruben Gallego,Male,Latino,,,Yes,No,Arizona,8/2/2022,Representative,3,47972,100,Won,0,0,,,,,,,,,,,False,Latino,GALLEGO,RUBEN,0,[],RUBEN,GALLEGO,H4AZ07043,"GALLEGO, RUBEN",I,1,DEM,2933465.25,15521.27,2273861.31,0.0,616971.05,1276574.99,0.0,0.0,0.0,0.0,0.0,0.0,2039449.38,AZ,3.0,,,,,,856325.0,0.0,12/31/2022,17083.79,0.0,GALLEGO,RUBEN
421,Greg Stanton,Male,White,,,Yes,No,Arizona,8/2/2022,Representative,4,61319,100,Won,0,0,,,,,,,,,,,False,White,STANTON,GREG,0,[],GREG,STANTON,H8AZ09040,"STANTON, GREG",I,1,DEM,4314550.89,36276.95,5324884.85,0.0,1044654.6,33341.89,0.0,0.0,0.0,0.0,0.0,0.0,3017115.48,AZ,4.0,,,,,,1250680.76,10000.0,12/31/2022,3589.63,3000.0,STANTON,GREG
422,Javier Garcia Ramos,Male,Latino,,,No,No,Arizona,8/2/2022,Representative,5,50647,100,Won,0,0,,,,,,,,,,,False,Latino,RAMOS,JAVIER,0,[],JAVIER,RAMOS,H0AZ05185,"RAMOS, JAVIER GARCIA MR.",C,1,DEM,16642.54,0.0,15626.17,0.0,0.0,1016.37,3300.0,6000.0,0.0,0.0,0.0,0.0,6701.65,AZ,5.0,,,,,,0.0,0.0,12/08/2022,0.0,0.0,RAMOS,JAVIER
423,Kirsten Engel,Female,White,,,No,No,Arizona,8/2/2022,Representative,6,54060,59,Won,0,0,,Yes,,,,,,,,,False,White,ENGEL,KIRSTEN,1,[],KIRSTEN,ENGEL,H2AZ02311,"ENGEL, KIRSTEN",C,1,DEM,2473877.8,10390.71,2472572.43,0.0,0.0,1305.37,7300.0,0.0,0.0,0.0,0.0,518.05,2237623.6,AZ,6.0,,,,,,217517.11,100.0,12/31/2022,31297.82,0.0,ENGEL,KIRSTEN
424,Daniel Hernandez,Male,Latino,,,No,No,Arizona,8/2/2022,Representative,6,31815,35,Lost,0,0,,No,,,,,,,,,False,Latino,HERNANDEZ,DANIEL,0,['Latino (Mexican)'],DANIEL,HERNANDEZ,H2AZ02345,"HERNANDEZ, DANIEL",O,1,DEM,1196216.32,0.0,1194731.97,0.0,0.0,1484.35,11120.0,0.0,0.0,0.0,0.0,0.0,1018652.26,AZ,6.0,,,,,,150450.0,12750.0,12/31/2022,53803.0,20900.0,HERNANDEZ,DANIEL
425,Raúl Grijalva,Male,Latino,,,Yes,No,Arizona,8/2/2022,Representative,7,62547,100,Won,0,0,,,Yes,,,,,,,,True,Latino,GRIJALVA,RAÚL,1,['Latino (Mexican)'],RAUL,GRIJALVA,H2AZ07070,"GRIJALVA, RAUL M",I,1,DEM,660513.91,0.0,680516.72,0.0,226208.67,206205.86,0.0,0.0,0.0,0.0,0.0,9421.5,447764.56,AZ,7.0,,,,,,199497.0,0.0,12/31/2022,3485.91,0.0,GRIJALVA,RAUL
426,Paul Buskirk,Male,White,,,No,No,Kansas,8/2/2022,Senator,,53750,20,Lost,0,0,,,,,,,,,,,False,White,BUSKIRK,PAUL,0,[],PAUL,BUSKIRK,S2KS00139,"BUSKIRK, PAUL",C,1,DEM,13855.63,0.0,13855.63,0.0,0.0,0.0,0.0,10000.0,0.0,4514.88,0.0,0.0,3855.63,KS,0.0,,,,,,0.0,0.0,11/15/2022,0.0,0.0,BUSKIRK,PAUL
427,Mark R. Holland,Male,White,,,No,No,Kansas,8/2/2022,Senator,,101429,38,Won,0,0,,,,,,,,,,,False,White,HOLLAND,MARK,0,[],MARK,HOLLAND,S2KS00113,"HOLLAND, MARK R. REV.",C,1,DEM,905074.24,0.0,879547.94,0.0,0.0,25526.3,1000.0,0.0,0.0,0.0,0.0,0.0,893026.65,KS,0.0,,,,,,11000.0,0.0,12/31/2022,713.7,0.0,HOLLAND,MARK
428,Robert Klingenberg,Male,Latino,,,No,No,Kansas,8/2/2022,Senator,,21413,8,Lost,0,0,,,,,,,,,,,False,Latino,KLINGENBERG,ROBERT,0,['Latino (Mexican)'],ROBERT,KLINGENBERG,S2KS00121,"KLINGENBERG, ROBERT JOSEPH",C,1,DEM,4974.1,0.0,4688.98,0.0,0.0,238.57,3093.79,0.0,0.0,0.0,0.0,0.0,1880.31,KS,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,KLINGENBERG,ROBERT
429,Patrick Wiesner,Male,White,,,No,No,Kansas,8/2/2022,Senator,,47034,18,Lost,0,0,,,,,,,,,,,False,White,WIESNER,PATRICK,0,[],PATRICK,WIESNER,S0KS00166,"WIESNER, PATRICK",C,1,DEM,35925.03,0.0,24423.26,0.0,568.26,12070.03,0.0,30000.0,0.0,0.0,0.0,50500.0,161.0,KS,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,WIESNER,PATRICK
430,"James ""Jimmy"" Beard",Male,White,,,No,No,Kansas,8/2/2022,Representative,1,42589,100,Won,0,0,,,,,,,,,,,False,White,BEARD,JAMES,0,[],JAMES,BEARD,H2KS01079,"BEARD, JAMES KENNETH",C,1,DEM,17691.91,0.0,17313.35,0.0,0.0,378.56,1000.0,2900.0,0.0,2900.0,0.0,0.0,13791.91,KS,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,BEARD,JAMES
431,Patrick Schmidt,Male,White,,,No,No,Kansas,8/2/2022,Representative,2,54439,100,Won,0,0,,,,,,,,,,,False,White,SCHMIDT,PATRICK,0,[],PATRICK,SCHMIDT,H2KS02143,"SCHMIDT, PATRICK",C,1,DEM,1108610.39,0.0,1106479.19,0.0,0.0,2131.2,0.0,0.0,0.0,0.0,0.0,0.0,984588.23,KS,2.0,,,,,,123750.0,0.0,12/31/2022,6425.0,6000.0,SCHMIDT,PATRICK
432,Sharice Davids,Female,Native American,,,Yes,No,Kansas,8/2/2022,Representative,3,103945,100,Won,0,0,,Yes,,,,,,,,,False,Native American,DAVIDS,SHARICE,1,['American (Ho-Chunk)'],SHARICE,DAVIDS,H8KS03155,"DAVIDS, SHARICE",I,1,DEM,7894095.76,415384.53,8309622.97,0.0,479150.45,63623.24,0.0,0.0,0.0,0.0,0.0,0.0,5844958.27,KS,3.0,,,,,,1567731.79,10010.0,12/31/2022,58700.25,8000.0,DAVIDS,SHARICE
433,Bob Hernandez,Male,Latino,,,No,No,Kansas,8/2/2022,Representative,4,42222,100,Won,0,0,,,,,,,,,,,False,Latino,HERNANDEZ,BOB,0,[],BOB,HERNANDEZ,H2KS04149,"HERNANDEZ, BOB MR",C,1,DEM,43266.17,0.0,36304.68,0.0,0.0,-5500.04,0.0,6631.27,0.0,0.0,0.0,0.0,36634.9,KS,4.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,HERNANDEZ,BOB
434,Hillary Scholten,Female,White,,,No,No,Michigan,8/2/2022,Representative,3,59661,100,Won,0,0,,Yes,,,,,,,,Yes,False,White,SCHOLTEN,HILLARY,2,[],HILLARY,SCHOLTEN,H0MI03316,"SCHOLTEN, HILLARY",C,1,DEM,3806547.95,165654.25,3823393.12,60200.0,27190.24,10345.07,3703.4,0.0,0.0,0.0,0.0,0.0,2931450.62,MI,3.0,,,,,,631660.16,11000.0,12/31/2022,26597.95,500.0,SCHOLTEN,HILLARY
435,Debbie Dingell,Female,White,,,Yes,No,Michigan,8/2/2022,Representative,6,102859,100,Won,0,0,,,,,,,,,,,False,White,DINGELL,DEBBIE,0,[],DEBBIE,DINGELL,H4MI12079,"DINGELL, DEBBIE",I,1,DEM,1559951.4,125500.0,1599861.37,400000.0,437382.59,397805.14,0.0,0.0,0.0,0.0,0.0,0.0,626811.71,MI,6.0,,,,,,805599.0,0.0,12/31/2022,0.0,0.0,DINGELL,DEBBIE
436,Elissa Slotkin,Female,White,,,Yes,No,Michigan,8/2/2022,Representative,7,77826,100,Won,0,0,,Yes,,,,,,,,,False,White,SLOTKIN,ELISSA,1,[],ELISSA,SLOTKIN,H8MI08102,"SLOTKIN, ELISSA",I,1,DEM,9974583.81,822592.9,11412393.58,0.0,1566680.24,128870.47,0.0,0.0,0.0,0.0,0.0,0.0,8166752.81,MI,7.0,,,,,,951394.54,10000.0,12/31/2022,58160.96,5500.0,SLOTKIN,ELISSA
